Gene Set,Size,P Value,Description,Gene
GO:0002526,acute inflammatory response,2.3339,<2.2e-16,MIR-224
GO:0002697,regulation of immune effector process,2.3296,<2.2e-16,MIR-224
GO:0019882,antigen processing and presentation,2.3242,<2.2e-16,MIR-224
GO:0002521,leukocyte differentiation,2.2765,<2.2e-16,MIR-224
GO:0006959,humoral immune response,2.2721,<2.2e-16,MIR-224
GO:0002532,production of molecular mediator involved in inflammatory response,2.2347,<2.2e-16,MIR-224
GO:0002683,negative regulation of immune system process,2.1499,<2.2e-16,MIR-224
GO:0001818,negative regulation of cytokine production,2.1228,<2.2e-16,MIR-224
GO:0001773,myeloid dendritic cell activation,2.1041,<2.2e-16,MIR-224
GO:0002250,adaptive immune response,2.517,<2.2e-16,MIR-23A
GO:0007159,leukocyte cell-cell adhesion,2.4176,<2.2e-16,MIR-23A
GO:0002764,immune response-regulating signaling pathway,2.3925,<2.2e-16,MIR-23A
GO:0002694,regulation of leukocyte activation,2.3324,<2.2e-16,MIR-23A
GO:0001819,positive regulation of cytokine production,2.3116,<2.2e-16,MIR-23A
GO:0002449,lymphocyte mediated immunity,2.3071,<2.2e-16,MIR-23A
GO:0002697,regulation of immune effector process,2.2812,<2.2e-16,MIR-23A
GO:0032609,interferon-gamma production,2.239,<2.2e-16,MIR-23A
GO:0032606,type I interferon production,2.1974,<2.2e-16,MIR-23A
GO:0032635,interleukin-6 production,2.1936,<2.2e-16,MIR-23A
GO:0002285,lymphocyte activation involved in immune response,2.178,<2.2e-16,MIR-23A
GO:0001818,negative regulation of cytokine production,2.1769,<2.2e-16,MIR-23A
GO:0032615,interleukin-12 production,2.1549,<2.2e-16,MIR-23A
GO:0032637,interleukin-8 production,2.1528,<2.2e-16,MIR-23A
GO:0002521,leukocyte differentiation,2.1179,<2.2e-16,MIR-23A
GO:0001525,angiogenesis,2.1466,<2.2e-16,MIR-23B
GO:0007159,leukocyte cell-cell adhesion,2.136,<2.2e-16,MIR-23B
GO:0032637,interleukin-8 production,2.1104,<2.2e-16,MIR-23B
GO:0002764,immune response-regulating signaling pathway,2.1062,<2.2e-16,MIR-23B
GO:0002250,adaptive immune response,2.1035,<2.2e-16,MIR-23B
GO:0032635,interleukin-6 production,2.0501,<2.2e-16,MIR-23B
GO:0032623,interleukin-2 production,2.0466,<2.2e-16,MIR-23B
GO:0001819,positive regulation of cytokine production,2.0446,<2.2e-16,MIR-23B
GO:0002285,lymphocyte activation involved in immune response,2.0362,<2.2e-16,MIR-23B
GO:0002521,leukocyte differentiation,1.9918,<2.2e-16,MIR-23B
GO:0007159,leukocyte cell-cell adhesion,2.1815,<2.2e-16,MIR-24-1
GO:0001525,angiogenesis,2.1554,<2.2e-16,MIR-24-1
GO:0050900,leukocyte migration,2.0897,<2.2e-16,MIR-24-1
GO:0034341,response to interferon-gamma,2.0549,<2.2e-16,MIR-24-1
GO:0042110,T cell activation,2.0368,0.00015198,MIR-24-1
GO:0002250,adaptive immune response,2.4169,<2.2e-16,MIR-24-2
GO:0002764,immune response-regulating signaling pathway,2.3816,<2.2e-16,MIR-24-2
GO:0034340,response to type I interferon,2.3387,<2.2e-16,MIR-24-2
GO:0007159,leukocyte cell-cell adhesion,2.3359,<2.2e-16,MIR-24-2
GO:0002449,lymphocyte mediated immunity,2.2773,<2.2e-16,MIR-24-2
GO:0001819,positive regulation of cytokine production,2.2507,<2.2e-16,MIR-24-2
GO:0002694,regulation of leukocyte activation,2.2135,<2.2e-16,MIR-24-2
GO:0002697,regulation of immune effector process,2.1933,<2.2e-16,MIR-24-2
GO:0002285,lymphocyte activation involved in immune response,2.1875,<2.2e-16,MIR-24-2
GO:0032609,interferon-gamma production,2.157,<2.2e-16,MIR-24-2
GO:0032606,type I interferon production,2.1303,<2.2e-16,MIR-24-2
GO:0032623,interleukin-2 production,2.1155,<2.2e-16,MIR-24-2
GO:0032635,interleukin-6 production,2.0881,<2.2e-16,MIR-24-2
GO:0002521,leukocyte differentiation,2.0699,<2.2e-16,MIR-24-2
GO:0035924,cellular response to vascular endothelial growth factor stimulus,-2.1445,<2.2e-16,MIR-25
GO:0050900,leukocyte migration,-2.2094,<2.2e-16,MIR-25
GO:0001525,angiogenesis,-2.2426,<2.2e-16,MIR-25
GO:0048010,vascular endothelial growth factor receptor signaling pathway,-2.0221,0.00021005,MIR-25
GO:0032637,interleukin-8 production,-2.1811,<2.2e-16,MIR-26A-1
GO:0071706,tumor necrosis factor superfamily cytokine production,-2.2793,<2.2e-16,MIR-26A-1
GO:0002764,immune response-regulating signaling pathway,-2.0859,0.0042803,MIR-26A-1
GO:0034341,response to interferon-gamma,-2.0322,0.0042803,MIR-26A-1
GO:0032635,interleukin-6 production,-2.0343,0.0053504,MIR-26A-1
GO:0002526,acute inflammatory response,-1.9535,0.0073932,MIR-26A-1
GO:0036230,granulocyte activation,-1.9682,0.0074905,MIR-26A-1
GO:0042116,macrophage activation,-1.9367,0.0078472,MIR-26A-1
GO:0032612,interleukin-1 production,-1.957,0.0081326,MIR-26A-1
GO:0050663,cytokine secretion,-1.9634,0.0085606,MIR-26A-1
GO:0032633,interleukin-4 production,-1.8932,0.0094166,MIR-26A-1
GO:0032609,interferon-gamma production,-1.896,0.0094778,MIR-26A-1
GO:0002446,neutrophil mediated immunity,-1.9023,0.0095483,MIR-26A-1
GO:0045088,regulation of innate immune response,-1.8529,0.014743,MIR-26A-1
GO:0002250,adaptive immune response,-1.8165,0.018619,MIR-26A-1
GO:0001818,negative regulation of cytokine production,-1.7873,0.019689,MIR-26A-1
GO:0002250,adaptive immune response,2.4335,<2.2e-16,MIR-26A-2
GO:0002764,immune response-regulating signaling pathway,2.3969,<2.2e-16,MIR-26A-2
GO:0034341,response to interferon-gamma,2.364,<2.2e-16,MIR-26A-2
GO:0045088,regulation of innate immune response,2.3485,<2.2e-16,MIR-26A-2
GO:0032606,type I interferon production,2.3364,<2.2e-16,MIR-26A-2
GO:0002697,regulation of immune effector process,2.3,<2.2e-16,MIR-26A-2
GO:0034340,response to type I interferon,2.2771,<2.2e-16,MIR-26A-2
GO:0032609,interferon-gamma production,2.2372,<2.2e-16,MIR-26A-2
GO:0007159,leukocyte cell-cell adhesion,2.2204,<2.2e-16,MIR-26A-2
GO:0070661,leukocyte proliferation,2.2139,<2.2e-16,MIR-26A-2
GO:0002449,lymphocyte mediated immunity,2.2131,<2.2e-16,MIR-26A-2
GO:0001819,positive regulation of cytokine production,2.2117,<2.2e-16,MIR-26A-2
GO:0042110,T cell activation,2.2056,<2.2e-16,MIR-26A-2
GO:0002285,lymphocyte activation involved in immune response,2.0969,0.000083206,MIR-26A-2
GO:0032612,interleukin-1 production,2.1,0.000086988,MIR-26A-2
GO:0071706,tumor necrosis factor superfamily cytokine production,2.1022,0.000091130,MIR-26A-2
GO:0002694,regulation of leukocyte activation,2.1731,0.00011257,MIR-26A-2
GO:0150076,neuroinflammatory response,2.0466,0.00014176,MIR-26A-2
GO:0034340,response to type I interferon,2.3194,<2.2e-16,MIR-26B
GO:0032606,type I interferon production,2.1955,<2.2e-16,MIR-26B
GO:0035455,response to interferon-alpha,2.0126,0.0031493,MIR-26B
GO:0008356,asymmetric cell division,1.8806,0.014397,MIR-26B
GO:0045088,regulation of innate immune response,1.8578,0.015460,MIR-26B
GO:0035456,response to interferon-beta,1.8165,0.021803,MIR-26B
GO:0070670,response to interleukin-4,1.784,0.026874,MIR-26B
GO:0150076,neuroinflammatory response,1.737,0.032985,MIR-26B
GO:0032620,interleukin-17 production,1.758,0.033264,MIR-26B
GO:0002764,immune response-regulating signaling pathway,1.7121,0.037941,MIR-26B
GO:0034341,response to interferon-gamma,1.6826,0.044484,MIR-26B
GO:0001819,positive regulation of cytokine production,1.6741,0.044696,MIR-26B
GO:0035924,cellular response to vascular endothelial growth factor stimulus,-1.5479,0.13332,MIR-26B
GO:0007159,leukocyte cell-cell adhesion,2.4752,<2.2e-16,MIR-27A
GO:0001819,positive regulation of cytokine production,2.4479,<2.2e-16,MIR-27A
GO:0002250,adaptive immune response,2.4394,<2.2e-16,MIR-27A
GO:0002764,immune response-regulating signaling pathway,2.4164,<2.2e-16,MIR-27A
GO:0002697,regulation of immune effector process,2.3916,<2.2e-16,MIR-27A
GO:0032606,type I interferon production,2.3634,<2.2e-16,MIR-27A
GO:0002449,lymphocyte mediated immunity,2.323,<2.2e-16,MIR-27A
GO:0002694,regulation of leukocyte activation,2.2884,<2.2e-16,MIR-27A
GO:0002440,production of molecular mediator of immune response,2.2676,<2.2e-16,MIR-27A
GO:0032609,interferon-gamma production,2.2483,<2.2e-16,MIR-27A
GO:0002285,lymphocyte activation involved in immune response,2.1955,<2.2e-16,MIR-27A
GO:0002521,leukocyte differentiation,2.1857,<2.2e-16,MIR-27A
GO:0001818,negative regulation of cytokine production,2.1567,<2.2e-16,MIR-27A
GO:0002507,tolerance induction,2.1027,<2.2e-16,MIR-27A
GO:0019882,antigen processing and presentation,2.0985,<2.2e-16,MIR-27A
GO:0001525,angiogenesis,2.2737,<2.2e-16,MIR-27B
GO:0007159,leukocyte cell-cell adhesion,2.2091,<2.2e-16,MIR-27B
GO:0042110,T cell activation,2.1387,<2.2e-16,MIR-27B
GO:0002285,lymphocyte activation involved in immune response,2.1304,<2.2e-16,MIR-27B
GO:0002764,immune response-regulating signaling pathway,2.1023,<2.2e-16,MIR-27B
GO:0032635,interleukin-6 production,2.0962,<2.2e-16,MIR-27B
GO:0002250,adaptive immune response,2.5477,<2.2e-16,MIR-28
GO:0002449,lymphocyte mediated immunity,2.5029,<2.2e-16,MIR-28
GO:0007159,leukocyte cell-cell adhesion,2.4365,<2.2e-16,MIR-28
GO:0002764,immune response-regulating signaling pathway,2.3839,<2.2e-16,MIR-28
GO:0042110,T cell activation,2.3645,<2.2e-16,MIR-28
GO:0002694,regulation of leukocyte activation,2.3557,<2.2e-16,MIR-28
GO:0034341,response to interferon-gamma,2.3491,<2.2e-16,MIR-28
GO:0036230,granulocyte activation,2.349,<2.2e-16,MIR-28
GO:0032609,interferon-gamma production,2.3487,<2.2e-16,MIR-28
GO:0002446,neutrophil mediated immunity,2.3093,<2.2e-16,MIR-28
GO:0002697,regulation of immune effector process,2.2976,<2.2e-16,MIR-28
GO:0001819,positive regulation of cytokine production,2.2972,<2.2e-16,MIR-28
GO:0002285,lymphocyte activation involved in immune response,2.2859,<2.2e-16,MIR-28
GO:0045088,regulation of innate immune response,2.285,<2.2e-16,MIR-28
GO:0002250,adaptive immune response,2.6762,<2.2e-16,MIR-29A
GO:0002764,immune response-regulating signaling pathway,2.5664,<2.2e-16,MIR-29A
GO:0002449,lymphocyte mediated immunity,2.5519,<2.2e-16,MIR-29A
GO:0001819,positive regulation of cytokine production,2.5411,<2.2e-16,MIR-29A
GO:0002697,regulation of immune effector process,2.5263,<2.2e-16,MIR-29A
GO:0007159,leukocyte cell-cell adhesion,2.4236,<2.2e-16,MIR-29A
GO:0002526,acute inflammatory response,2.3608,<2.2e-16,MIR-29A
GO:0002694,regulation of leukocyte activation,2.3283,<2.2e-16,MIR-29A
GO:0001818,negative regulation of cytokine production,2.2864,<2.2e-16,MIR-29A
GO:0006959,humoral immune response,2.2707,<2.2e-16,MIR-29A
GO:0002285,lymphocyte activation involved in immune response,2.23,<2.2e-16,MIR-29A
GO:0002446,neutrophil mediated immunity,2.2267,<2.2e-16,MIR-29A
GO:0002683,negative regulation of immune system process,2.2239,<2.2e-16,MIR-29A
GO:0002269,leukocyte activation involved in inflammatory response,2.0636,<2.2e-16,MIR-29A
GO:0002521,leukocyte differentiation,2.143,<2.2e-16,MIR-29A
GO:0002446,neutrophil mediated immunity,-2.1683,<2.2e-16,MIR-296
GO:0036230,granulocyte activation,-2.1894,<2.2e-16,MIR-296
GO:0002526,acute inflammatory response,-1.7556,0.082290,MIR-296
GO:0032612,interleukin-1 production,-1.6738,0.085364,MIR-296
GO:0032620,interleukin-17 production,-1.6547,0.087215,MIR-296
GO:0050663,cytokine secretion,-1.6921,0.088554,MIR-296
GO:0002764,immune response-regulating signaling pathway,-1.6395,0.089001,MIR-296
GO:0035456,response to interferon-beta,-2.3404,<2.2e-16,MIR-299
GO:0032606,type I interferon production,-2.3426,<2.2e-16,MIR-299
GO:0034340,response to type I interferon,-2.607,<2.2e-16,MIR-299
GO:0002250,adaptive immune response,2.7037,<2.2e-16,MIR-29B-1
GO:0002449,lymphocyte mediated immunity,2.5946,<2.2e-16,MIR-29B-1
GO:0002697,regulation of immune effector process,2.5783,<2.2e-16,MIR-29B-1
GO:0002764,immune response-regulating signaling pathway,2.5329,<2.2e-16,MIR-29B-1
GO:0001819,positive regulation of cytokine production,2.5117,<2.2e-16,MIR-29B-1
GO:0007159,leukocyte cell-cell adhesion,2.4673,<2.2e-16,MIR-29B-1
GO:0002694,regulation of leukocyte activation,2.4469,<2.2e-16,MIR-29B-1
GO:0002285,lymphocyte activation involved in immune response,2.4151,<2.2e-16,MIR-29B-1
GO:0001818,negative regulation of cytokine production,2.3311,<2.2e-16,MIR-29B-1
GO:0019882,antigen processing and presentation,2.3161,<2.2e-16,MIR-29B-1
GO:0006959,humoral immune response,2.2862,<2.2e-16,MIR-29B-1
GO:0002440,production of molecular mediator of immune response,2.2606,<2.2e-16,MIR-29B-1
GO:0002446,neutrophil mediated immunity,2.257,<2.2e-16,MIR-29B-1
GO:0002526,acute inflammatory response,2.2565,<2.2e-16,MIR-29B-1
GO:0002683,negative regulation of immune system process,2.2323,<2.2e-16,MIR-29B-1
GO:0002532,production of molecular mediator involved in inflammatory response,2.1452,<2.2e-16,MIR-29B-1
GO:0002521,leukocyte differentiation,2.1984,<2.2e-16,MIR-29B-1
GO:0002250,adaptive immune response,2.628,<2.2e-16,MIR-29B-2
GO:0034340,response to type I interferon,2.6262,<2.2e-16,MIR-29B-2
GO:0034341,response to interferon-gamma,2.5737,<2.2e-16,MIR-29B-2
GO:0002449,lymphocyte mediated immunity,2.5591,<2.2e-16,MIR-29B-2
GO:0002697,regulation of immune effector process,2.3997,<2.2e-16,MIR-29B-2
GO:0002764,immune response-regulating signaling pathway,2.348,<2.2e-16,MIR-29B-2
GO:0001819,positive regulation of cytokine production,2.3307,<2.2e-16,MIR-29B-2
GO:0019882,antigen processing and presentation,2.3304,<2.2e-16,MIR-29B-2
GO:0032606,type I interferon production,2.2973,<2.2e-16,MIR-29B-2
GO:0007159,leukocyte cell-cell adhesion,2.2699,<2.2e-16,MIR-29B-2
GO:0032609,interferon-gamma production,2.2652,<2.2e-16,MIR-29B-2
GO:0002526,acute inflammatory response,2.2643,<2.2e-16,MIR-29B-2
GO:0002446,neutrophil mediated immunity,2.2132,<2.2e-16,MIR-29B-2
GO:0006959,humoral immune response,2.1853,<2.2e-16,MIR-29B-2
GO:0002694,regulation of leukocyte activation,2.1576,<2.2e-16,MIR-29B-2
GO:0032635,interleukin-6 production,2.0461,<2.2e-16,MIR-29B-2
GO:0002250,adaptive immune response,2.6125,<2.2e-16,MIR-29C
GO:0002449,lymphocyte mediated immunity,2.483,<2.2e-16,MIR-29C
GO:0002764,immune response-regulating signaling pathway,2.4818,<2.2e-16,MIR-29C
GO:0002697,regulation of immune effector process,2.4456,<2.2e-16,MIR-29C
GO:0001819,positive regulation of cytokine production,2.4346,<2.2e-16,MIR-29C
GO:0007159,leukocyte cell-cell adhesion,2.401,<2.2e-16,MIR-29C
GO:0002694,regulation of leukocyte activation,2.3895,<2.2e-16,MIR-29C
GO:0002285,lymphocyte activation involved in immune response,2.3113,<2.2e-16,MIR-29C
GO:0006959,humoral immune response,2.2863,<2.2e-16,MIR-29C
GO:0019882,antigen processing and presentation,2.2715,<2.2e-16,MIR-29C
GO:0002526,acute inflammatory response,2.2538,<2.2e-16,MIR-29C
GO:0002446,neutrophil mediated immunity,2.217,<2.2e-16,MIR-29C
GO:0001818,negative regulation of cytokine production,2.2104,<2.2e-16,MIR-29C
GO:0002521,leukocyte differentiation,2.2009,<2.2e-16,MIR-29C
GO:0002683,negative regulation of immune system process,2.1927,<2.2e-16,MIR-29C
GO:0002521,leukocyte differentiation,-2.0094,<2.2e-16,MIR-301A
GO:0002694,regulation of leukocyte activation,-2.0096,<2.2e-16,MIR-301A
GO:0032615,interleukin-12 production,-2.0136,<2.2e-16,MIR-301A
GO:0001819,positive regulation of cytokine production,-2.027,<2.2e-16,MIR-301A
GO:0034341,response to interferon-gamma,-2.0444,<2.2e-16,MIR-301A
GO:0032609,interferon-gamma production,-2.0505,<2.2e-16,MIR-301A
GO:0071706,tumor necrosis factor superfamily cytokine production,-2.0524,<2.2e-16,MIR-301A
GO:0002250,adaptive immune response,-2.0551,<2.2e-16,MIR-301A
GO:0050900,leukocyte migration,-2.062,<2.2e-16,MIR-301A
GO:0032633,interleukin-4 production,-2.1011,<2.2e-16,MIR-301A
GO:0042110,T cell activation,-2.109,<2.2e-16,MIR-301A
GO:0050663,cytokine secretion,-2.1298,<2.2e-16,MIR-301A
GO:0070661,leukocyte proliferation,-2.1323,<2.2e-16,MIR-301A
GO:0032635,interleukin-6 production,-2.1367,<2.2e-16,MIR-301A
GO:0007159,leukocyte cell-cell adhesion,-2.2426,<2.2e-16,MIR-301A
GO:0002764,immune response-regulating signaling pathway,-2.2561,<2.2e-16,MIR-301A
GO:0002285,lymphocyte activation involved in immune response,-2.0922,<2.2e-16,MIR-30A
GO:0002446,neutrophil mediated immunity,-2.1041,<2.2e-16,MIR-30A
GO:0070661,leukocyte proliferation,-2.1071,<2.2e-16,MIR-30A
GO:0036230,granulocyte activation,-2.1288,<2.2e-16,MIR-30A
GO:0032633,interleukin-4 production,-2.1588,<2.2e-16,MIR-30A
GO:0042110,T cell activation,-2.1823,<2.2e-16,MIR-30A
GO:0001773,myeloid dendritic cell activation,-2.1884,<2.2e-16,MIR-30A
GO:0002694,regulation of leukocyte activation,-2.1921,<2.2e-16,MIR-30A
GO:0002250,adaptive immune response,-2.195,<2.2e-16,MIR-30A
GO:0071706,tumor necrosis factor superfamily cytokine production,-2.1973,<2.2e-16,MIR-30A
GO:0007159,leukocyte cell-cell adhesion,-2.2718,<2.2e-16,MIR-30A
GO:0032609,interferon-gamma production,-2.2939,<2.2e-16,MIR-30A
GO:0002521,leukocyte differentiation,-2.0296,0.00044941,MIR-30A
GO:0032613,interleukin-10 production,-2.0326,0.00047081,MIR-30A
GO:0019882,antigen processing and presentation,-2.0032,0.00065913,MIR-30A
GO:0034340,response to type I interferon,2.0195,0.0044544,MIR-30B
GO:0034341,response to interferon-gamma,1.8379,0.026727,MIR-30B
GO:0002269,leukocyte activation involved in inflammatory response,1.6833,0.10309,MIR-30B
GO:0002250,adaptive immune response,1.6432,0.10745,MIR-30B
GO:0070670,response to interleukin-4,1.691,0.10765,MIR-30B
GO:0002251,organ or tissue specific immune response,1.6289,0.11606,MIR-30B
GO:0035456,response to interferon-beta,1.6975,0.11938,MIR-30B
GO:0042116,macrophage activation,1.6059,0.12695,MIR-30B
GO:0035455,response to interferon-alpha,1.6099,0.13043,MIR-30B
GO:0002449,lymphocyte mediated immunity,1.5564,0.16316,MIR-30B
GO:0032606,type I interferon production,1.551,0.1645,MIR-30B
GO:0045088,regulation of innate immune response,1.5356,0.17146,MIR-30B
GO:0050900,leukocyte migration,-2.2904,<2.2e-16,MIR-30C-1
GO:0002446,neutrophil mediated immunity,-2.4027,<2.2e-16,MIR-30C-1
GO:0036230,granulocyte activation,-2.4042,<2.2e-16,MIR-30C-1
GO:0032612,interleukin-1 production,-2.1192,0.00019846,MIR-30C-1
GO:0032637,interleukin-8 production,-2.1292,0.00022900,MIR-30C-1
GO:0070661,leukocyte proliferation,-2.0336,0.00024808,MIR-30C-1
GO:0050663,cytokine secretion,-2.0394,0.00025886,MIR-30C-1
GO:0034341,response to interferon-gamma,-2.0432,0.00027063,MIR-30C-1
GO:0050727,regulation of inflammatory response,-2.1471,0.00027063,MIR-30C-1
GO:0032602,chemokine production,-2.0595,0.00029769,MIR-30C-1
GO:1990868,response to chemokine,-2.17,0.00029769,MIR-30C-1
GO:0002250,adaptive immune response,-2.0773,0.00033077,MIR-30C-1
GO:0006959,humoral immune response,-2.1761,0.00033077,MIR-30C-1
GO:0002526,acute inflammatory response,-2.2464,0.00049616,MIR-30C-1
GO:0036230,granulocyte activation,-2.208,<2.2e-16,MIR-30C-2
GO:0002446,neutrophil mediated immunity,-2.2196,<2.2e-16,MIR-30C-2
GO:0019882,antigen processing and presentation,-2.0545,0.0012672,MIR-30C-2
GO:0034341,response to interferon-gamma,-1.9609,0.0018432,MIR-30C-2
GO:0071706,tumor necrosis factor superfamily cytokine production,-1.9723,0.0020276,MIR-30C-2
GO:0002251,organ or tissue specific immune response,-1.9536,0.0021121,MIR-30C-2
GO:0007159,leukocyte cell-cell adhesion,-1.9497,0.0021724,MIR-30C-2
GO:0001773,myeloid dendritic cell activation,-1.9498,0.0023395,MIR-30C-2
